Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date
COVID-NET,2023-24,2024,2,50-64 years,Overall,Overall,Overall,6.2,68.3,2024-01-13T00:00:00.000
COVID-NET,2023-24,2024,3,50-64 years,Overall,Overall,Overall,5.5,73.8,2024-01-20T00:00:00.000
COVID-NET,2023-24,2024,4,50-64 years,Overall,Overall,Overall,4.9,78.7,2024-01-27T00:00:00.000
COVID-NET,2023-24,2024,5,50-64 years,Overall,Overall,Overall,4.1,82.8,2024-02-03T00:00:00.000
COVID-NET,2023-24,2024,6,50-64 years,Overall,Overall,Overall,3.5,86.3,2024-02-10T00:00:00.000
COVID-NET,2023-24,2024,7,50-64 years,Overall,Overall,Overall,3.8,90.1,2024-02-17T00:00:00.000
COVID-NET,2023-24,2024,8,50-64 years,Overall,Overall,Overall,2.4,92.5,2024-02-24T00:00:00.000
COVID-NET,2019-20,2020,10,65+ years,Overall,Overall,Overall,0.3,0.3,2020-03-07T00:00:00.000
COVID-NET,2019-20,2020,11,65+ years,Overall,Overall,Overall,1.7,2,2020-03-14T00:00:00.000
COVID-NET,2019-20,2020,12,65+ years,Overall,Overall,Overall,8.3,10.3,2020-03-21T00:00:00.000
COVID-NET,2019-20,2020,13,65+ years,Overall,Overall,Overall,21.3,31.6,2020-03-28T00:00:00.000
COVID-NET,2019-20,2020,14,65+ years,Overall,Overall,Overall,28.3,60,2020-04-04T00:00:00.000
COVID-NET,2019-20,2020,15,65+ years,Overall,Overall,Overall,29.3,89.3,2020-04-11T00:00:00.000
COVID-NET,2019-20,2020,16,65+ years,Overall,Overall,Overall,30.7,119.9,2020-04-18T00:00:00.000
COVID-NET,2019-20,2020,17,65+ years,Overall,Overall,Overall,30.2,150.1,2020-04-25T00:00:00.000
COVID-NET,2019-20,2020,18,65+ years,Overall,Overall,Overall,28.1,178.2,2020-05-02T00:00:00.000
COVID-NET,2019-20,2020,19,65+ years,Overall,Overall,Overall,23,201.2,2020-05-09T00:00:00.000
COVID-NET,2019-20,2020,20,65+ years,Overall,Overall,Overall,21.1,222.4,2020-05-16T00:00:00.000
COVID-NET,2019-20,2020,21,65+ years,Overall,Overall,Overall,19.4,241.8,2020-05-23T00:00:00.000
COVID-NET,2019-20,2020,22,65+ years,Overall,Overall,Overall,15.9,257.6,2020-05-30T00:00:00.000
COVID-NET,2019-20,2020,23,65+ years,Overall,Overall,Overall,12,269.7,2020-06-06T00:00:00.000
COVID-NET,2019-20,2020,24,65+ years,Overall,Overall,Overall,9.4,279.1,2020-06-13T00:00:00.000
COVID-NET,2019-20,2020,25,65+ years,Overall,Overall,Overall,8.7,287.8,2020-06-20T00:00:00.000
COVID-NET,2019-20,2020,26,65+ years,Overall,Overall,Overall,8.9,296.7,2020-06-27T00:00:00.000
COVID-NET,2019-20,2020,27,65+ years,Overall,Overall,Overall,13.1,309.8,2020-07-04T00:00:00.000
COVID-NET,2019-20,2020,28,65+ years,Overall,Overall,Overall,17.3,327.1,2020-07-11T00:00:00.000
COVID-NET,2019-20,2020,29,65+ years,Overall,Overall,Overall,18.6,345.6,2020-07-18T00:00:00.000
COVID-NET,2019-20,2020,30,65+ years,Overall,Overall,Overall,18.4,364,2020-07-25T00:00:00.000
COVID-NET,2019-20,2020,31,65+ years,Overall,Overall,Overall,16.8,380.9,2020-08-01T00:00:00.000
COVID-NET,2019-20,2020,32,65+ years,Overall,Overall,Overall,15.3,396.1,2020-08-08T00:00:00.000
COVID-NET,2019-20,2020,33,65+ years,Overall,Overall,Overall,13.7,409.8,2020-08-15T00:00:00.000
COVID-NET,2019-20,2020,34,65+ years,Overall,Overall,Overall,13.2,423,2020-08-22T00:00:00.000
COVID-NET,2019-20,2020,35,65+ years,Overall,Overall,Overall,10.9,433.8,2020-08-29T00:00:00.000
COVID-NET,2019-20,2020,36,65+ years,Overall,Overall,Overall,10.5,444.3,2020-09-05T00:00:00.000
COVID-NET,2019-20,2020,37,65+ years,Overall,Overall,Overall,9.9,454.2,2020-09-12T00:00:00.000
COVID-NET,2019-20,2020,38,65+ years,Overall,Overall,Overall,10.3,464.5,2020-09-19T00:00:00.000
COVID-NET,2019-20,2020,39,65+ years,Overall,Overall,Overall,11.5,476.1,2020-09-26T00:00:00.000
COVID-NET,2020-21,2020,40,65+ years,Overall,Overall,Overall,11.8,11.8,2020-10-03T00:00:00.000
COVID-NET,2020-21,2020,41,65+ years,Overall,Overall,Overall,15.9,27.6,2020-10-10T00:00:00.000
COVID-NET,2020-21,2020,42,65+ years,Overall,Overall,Overall,18.1,45.8,2020-10-17T00:00:00.000
COVID-NET,2020-21,2020,43,65+ years,Overall,Overall,Overall,21.7,67.4,2020-10-24T00:00:00.000
COVID-NET,2020-21,2020,44,65+ years,Overall,Overall,Overall,28,95.4,2020-10-31T00:00:00.000
COVID-NET,2020-21,2020,45,65+ years,Overall,Overall,Overall,36.5,131.9,2020-11-07T00:00:00.000
COVID-NET,2020-21,2020,46,65+ years,Overall,Overall,Overall,50.2,182.1,2020-11-14T00:00:00.000
COVID-NET,2020-21,2020,47,65+ years,Overall,Overall,Overall,60,242.1,2020-11-21T00:00:00.000
COVID-NET,2020-21,2020,48,65+ years,Overall,Overall,Overall,63.1,305.2,2020-11-28T00:00:00.000
COVID-NET,2020-21,2020,49,65+ years,Overall,Overall,Overall,66,371.2,2020-12-05T00:00:00.000
COVID-NET,2020-21,2020,50,65+ years,Overall,Overall,Overall,67,438.2,2020-12-12T00:00:00.000
COVID-NET,2020-21,2020,51,65+ years,Overall,Overall,Overall,66.1,504.3,2020-12-19T00:00:00.000
COVID-NET,2020-21,2020,52,65+ years,Overall,Overall,Overall,67.7,571.9,2020-12-26T00:00:00.000
COVID-NET,2020-21,2020,53,65+ years,Overall,Overall,Overall,68.1,640,2021-01-02T00:00:00.000
COVID-NET,2020-21,2021,1,65+ years,Overall,Overall,Overall,70.7,710.7,2021-01-09T00:00:00.000
COVID-NET,2020-21,2021,2,65+ years,Overall,Overall,Overall,61.3,772,2021-01-16T00:00:00.000
COVID-NET,2020-21,2021,3,65+ years,Overall,Overall,Overall,53,824.9,2021-01-23T00:00:00.000
COVID-NET,2020-21,2021,4,65+ years,Overall,Overall,Overall,43.3,868.2,2021-01-30T00:00:00.000
COVID-NET,2020-21,2021,5,65+ years,Overall,Overall,Overall,37.8,906,2021-02-06T00:00:00.000
COVID-NET,2020-21,2021,6,65+ years,Overall,Overall,Overall,26.3,932.3,2021-02-13T00:00:00.000
COVID-NET,2020-21,2021,7,65+ years,Overall,Overall,Overall,23.4,955.7,2021-02-20T00:00:00.000
COVID-NET,2020-21,2021,8,65+ years,Overall,Overall,Overall,19.8,975.5,2021-02-27T00:00:00.000
COVID-NET,2020-21,2021,9,65+ years,Overall,Overall,Overall,16.2,991.7,2021-03-06T00:00:00.000
COVID-NET,2020-21,2021,10,65+ years,Overall,Overall,Overall,16.6,1008.3,2021-03-13T00:00:00.000
COVID-NET,2020-21,2021,11,65+ years,Overall,Overall,Overall,16.1,1024.4,2021-03-20T00:00:00.000
COVID-NET,2020-21,2021,12,65+ years,Overall,Overall,Overall,19,1043.5,2021-03-27T00:00:00.000
COVID-NET,2020-21,2021,13,65+ years,Overall,Overall,Overall,18,1061.5,2021-04-03T00:00:00.000
COVID-NET,2020-21,2021,14,65+ years,Overall,Overall,Overall,19.6,1081.1,2021-04-10T00:00:00.000
COVID-NET,2020-21,2021,15,65+ years,Overall,Overall,Overall,20.2,1101.3,2021-04-17T00:00:00.000
COVID-NET,2020-21,2021,16,65+ years,Overall,Overall,Overall,18.7,1119.9,2021-04-24T00:00:00.000
COVID-NET,2020-21,2021,17,65+ years,Overall,Overall,Overall,15.8,1135.7,2021-05-01T00:00:00.000
COVID-NET,2020-21,2021,18,65+ years,Overall,Overall,Overall,14.4,1150.1,2021-05-08T00:00:00.000
COVID-NET,2020-21,2021,19,65+ years,Overall,Overall,Overall,10.4,1160.5,2021-05-15T00:00:00.000
COVID-NET,2020-21,2021,20,65+ years,Overall,Overall,Overall,10.1,1170.6,2021-05-22T00:00:00.000
COVID-NET,2020-21,2021,21,65+ years,Overall,Overall,Overall,7,1177.6,2021-05-29T00:00:00.000
COVID-NET,2020-21,2021,22,65+ years,Overall,Overall,Overall,5.4,1183,2021-06-05T00:00:00.000
COVID-NET,2020-21,2021,23,65+ years,Overall,Overall,Overall,4.4,1187.4,2021-06-12T00:00:00.000
COVID-NET,2020-21,2021,24,65+ years,Overall,Overall,Overall,3.7,1191.1,2021-06-19T00:00:00.000
COVID-NET,2020-21,2021,25,65+ years,Overall,Overall,Overall,3.4,1194.5,2021-06-26T00:00:00.000
COVID-NET,2020-21,2021,26,65+ years,Overall,Overall,Overall,2.9,1197.4,2021-07-03T00:00:00.000
COVID-NET,2020-21,2021,27,65+ years,Overall,Overall,Overall,4.1,1201.5,2021-07-10T00:00:00.000
COVID-NET,2020-21,2021,28,65+ years,Overall,Overall,Overall,5.9,1207.5,2021-07-17T00:00:00.000
COVID-NET,2020-21,2021,29,65+ years,Overall,Overall,Overall,7.7,1215.2,2021-07-24T00:00:00.000
COVID-NET,2020-21,2021,30,65+ years,Overall,Overall,Overall,12.6,1227.8,2021-07-31T00:00:00.000
COVID-NET,2020-21,2021,31,65+ years,Overall,Overall,Overall,16.7,1244.5,2021-08-07T00:00:00.000
COVID-NET,2020-21,2021,32,65+ years,Overall,Overall,Overall,21.4,1265.9,2021-08-14T00:00:00.000
COVID-NET,2020-21,2021,33,65+ years,Overall,Overall,Overall,25.4,1291.3,2021-08-21T00:00:00.000
COVID-NET,2020-21,2021,34,65+ years,Overall,Overall,Overall,27.9,1319.2,2021-08-28T00:00:00.000
COVID-NET,2020-21,2021,35,65+ years,Overall,Overall,Overall,28.5,1347.8,2021-09-04T00:00:00.000
COVID-NET,2020-21,2021,36,65+ years,Overall,Overall,Overall,26.9,1374.6,2021-09-11T00:00:00.000
COVID-NET,2020-21,2021,37,65+ years,Overall,Overall,Overall,25.4,1400,2021-09-18T00:00:00.000
COVID-NET,2020-21,2021,38,65+ years,Overall,Overall,Overall,24.3,1424.3,2021-09-25T00:00:00.000
COVID-NET,2020-21,2021,39,65+ years,Overall,Overall,Overall,23.5,1447.8,2021-10-02T00:00:00.000
COVID-NET,2021-22,2021,40,65+ years,Overall,Overall,Overall,24.1,24.1,2021-10-09T00:00:00.000
COVID-NET,2021-22,2021,41,65+ years,Overall,Overall,Overall,23,47.1,2021-10-16T00:00:00.000
COVID-NET,2021-22,2021,42,65+ years,Overall,Overall,Overall,21.7,68.7,2021-10-23T00:00:00.000
COVID-NET,2021-22,2021,43,65+ years,Overall,Overall,Overall,22.1,90.9,2021-10-30T00:00:00.000
COVID-NET,2021-22,2021,44,65+ years,Overall,Overall,Overall,22.3,113.1,2021-11-06T00:00:00.000
COVID-NET,2021-22,2021,45,65+ years,Overall,Overall,Overall,26.3,139.4,2021-11-13T00:00:00.000
COVID-NET,2021-22,2021,46,65+ years,Overall,Overall,Overall,27.9,167.2,2021-11-20T00:00:00.000
COVID-NET,2021-22,2021,47,65+ years,Overall,Overall,Overall,30.7,198,2021-11-27T00:00:00.000
COVID-NET,2021-22,2021,48,65+ years,Overall,Overall,Overall,34.1,232.1,2021-12-04T00:00:00.000
COVID-NET,2021-22,2021,49,65+ years,Overall,Overall,Overall,37.6,269.7,2021-12-11T00:00:00.000
COVID-NET,2021-22,2021,50,65+ years,Overall,Overall,Overall,35.2,304.9,2021-12-18T00:00:00.000
COVID-NET,2021-22,2021,51,65+ years,Overall,Overall,Overall,40.4,345.3,2021-12-25T00:00:00.000
COVID-NET,2021-22,2021,52,65+ years,Overall,Overall,Overall,70.7,416.1,2022-01-01T00:00:00.000
COVID-NET,2021-22,2022,1,65+ years,Overall,Overall,Overall,96.6,512.7,2022-01-08T00:00:00.000
COVID-NET,2021-22,2022,2,65+ years,Overall,Overall,Overall,98,610.7,2022-01-15T00:00:00.000
COVID-NET,2021-22,2022,3,65+ years,Overall,Overall,Overall,81.8,692.5,2022-01-22T00:00:00.000
COVID-NET,2021-22,2022,4,65+ years,Overall,Overall,Overall,65.2,757.7,2022-01-29T00:00:00.000
COVID-NET,2021-22,2022,5,65+ years,Overall,Overall,Overall,46.5,804.2,2022-02-05T00:00:00.000
COVID-NET,2021-22,2022,6,65+ years,Overall,Overall,Overall,34.4,838.6,2022-02-12T00:00:00.000
COVID-NET,2021-22,2022,7,65+ years,Overall,Overall,Overall,23,861.6,2022-02-19T00:00:00.000
COVID-NET,2021-22,2022,8,65+ years,Overall,Overall,Overall,18.1,879.7,2022-02-26T00:00:00.000
COVID-NET,2021-22,2022,9,65+ years,Overall,Overall,Overall,13.5,893.3,2022-03-05T00:00:00.000
COVID-NET,2021-22,2022,10,65+ years,Overall,Overall,Overall,10.2,903.4,2022-03-12T00:00:00.000
COVID-NET,2021-22,2022,11,65+ years,Overall,Overall,Overall,8.6,912,2022-03-19T00:00:00.000
COVID-NET,2021-22,2022,12,65+ years,Overall,Overall,Overall,7.3,919.3,2022-03-26T00:00:00.000
COVID-NET,2021-22,2022,13,65+ years,Overall,Overall,Overall,6.5,925.8,2022-04-02T00:00:00.000
COVID-NET,2021-22,2022,14,65+ years,Overall,Overall,Overall,8.9,934.7,2022-04-09T00:00:00.000
COVID-NET,2021-22,2022,15,65+ years,Overall,Overall,Overall,11.1,945.7,2022-04-16T00:00:00.000
COVID-NET,2021-22,2022,16,65+ years,Overall,Overall,Overall,14.2,960,2022-04-23T00:00:00.000
COVID-NET,2021-22,2022,17,65+ years,Overall,Overall,Overall,16.8,976.8,2022-04-30T00:00:00.000
COVID-NET,2021-22,2022,18,65+ years,Overall,Overall,Overall,22.2,999,2022-05-07T00:00:00.000
COVID-NET,2021-22,2022,19,65+ years,Overall,Overall,Overall,25.9,1024.9,2022-05-14T00:00:00.000
COVID-NET,2021-22,2022,20,65+ years,Overall,Overall,Overall,26.8,1051.7,2022-05-21T00:00:00.000
COVID-NET,2021-22,2022,21,65+ years,Overall,Overall,Overall,26.6,1083,2022-05-28T00:00:00.000
COVID-NET,2021-22,2022,22,65+ years,Overall,Overall,Overall,27.2,1110.3,2022-06-04T00:00:00.000
COVID-NET,2021-22,2022,23,65+ years,Overall,Overall,Overall,26.9,1137.1,2022-06-11T00:00:00.000
COVID-NET,2021-22,2022,24,65+ years,Overall,Overall,Overall,26.1,1163.2,2022-06-18T00:00:00.000
COVID-NET,2021-22,2022,25,65+ years,Overall,Overall,Overall,30,1193.2,2022-06-25T00:00:00.000
COVID-NET,2021-22,2022,26,65+ years,Overall,Overall,Overall,29.1,1222.3,2022-07-02T00:00:00.000
COVID-NET,2021-22,2022,27,65+ years,Overall,Overall,Overall,31.6,1253.8,2022-07-09T00:00:00.000
COVID-NET,2021-22,2022,28,65+ years,Overall,Overall,Overall,32.3,1286.2,2022-07-16T00:00:00.000
COVID-NET,2021-22,2022,29,65+ years,Overall,Overall,Overall,33.8,1320,2022-07-23T00:00:00.000
COVID-NET,2021-22,2022,30,65+ years,Overall,Overall,Overall,34,1354,2022-07-30T00:00:00.000
COVID-NET,2021-22,2022,31,65+ years,Overall,Overall,Overall,34.6,1388.6,2022-08-06T00:00:00.000
COVID-NET,2021-22,2022,32,65+ years,Overall,Overall,Overall,32.2,1420.8,2022-08-13T00:00:00.000
COVID-NET,2021-22,2022,33,65+ years,Overall,Overall,Overall,30,1450.7,2022-08-20T00:00:00.000
COVID-NET,2021-22,2022,34,65+ years,Overall,Overall,Overall,29.6,1480.3,2022-08-27T00:00:00.000
COVID-NET,2021-22,2022,35,65+ years,Overall,Overall,Overall,26.8,1507.2,2022-09-03T00:00:00.000
COVID-NET,2021-22,2022,36,65+ years,Overall,Overall,Overall,26.1,1533.2,2022-09-10T00:00:00.000
COVID-NET,2021-22,2022,37,65+ years,Overall,Overall,Overall,23.9,1557.1,2022-09-17T00:00:00.000
COVID-NET,2021-22,2022,38,65+ years,Overall,Overall,Overall,24.3,1581.3,2022-09-24T00:00:00.000
COVID-NET,2021-22,2022,39,65+ years,Overall,Overall,Overall,22.4,1603.7,2022-10-01T00:00:00.000
COVID-NET,2022-23,2022,40,65+ years,Overall,Overall,Overall,23.8,23.8,2022-10-08T00:00:00.000
COVID-NET,2022-23,2022,41,65+ years,Overall,Overall,Overall,24.7,48.5,2022-10-15T00:00:00.000
COVID-NET,2022-23,2022,42,65+ years,Overall,Overall,Overall,24.6,73.1,2022-10-22T00:00:00.000
COVID-NET,2022-23,2022,43,65+ years,Overall,Overall,Overall,24.9,97.9,2022-10-29T00:00:00.000
COVID-NET,2022-23,2022,44,65+ years,Overall,Overall,Overall,26.5,124.4,2022-11-05T00:00:00.000
COVID-NET,2022-23,2022,45,65+ years,Overall,Overall,Overall,26.6,151,2022-11-12T00:00:00.000
COVID-NET,2022-23,2022,46,65+ years,Overall,Overall,Overall,27.7,178.7,2022-11-19T00:00:00.000
COVID-NET,2022-23,2022,47,65+ years,Overall,Overall,Overall,30.2,209,2022-11-26T00:00:00.000
COVID-NET,2022-23,2022,48,65+ years,Overall,Overall,Overall,36.4,245.4,2022-12-03T00:00:00.000
COVID-NET,2022-23,2022,49,65+ years,Overall,Overall,Overall,36.1,281.5,2022-12-10T00:00:00.000
COVID-NET,2022-23,2022,50,65+ years,Overall,Overall,Overall,37,318.5,2022-12-17T00:00:00.000
COVID-NET,2022-23,2022,51,65+ years,Overall,Overall,Overall,38.4,356.9,2022-12-24T00:00:00.000
COVID-NET,2022-23,2022,52,65+ years,Overall,Overall,Overall,43.5,400.4,2022-12-31T00:00:00.000
COVID-NET,2022-23,2023,1,65+ years,Overall,Overall,Overall,40.6,441,2023-01-07T00:00:00.000
COVID-NET,2022-23,2023,2,65+ years,Overall,Overall,Overall,30.9,471.9,2023-01-14T00:00:00.000
COVID-NET,2022-23,2023,3,65+ years,Overall,Overall,Overall,26.1,498,2023-01-21T00:00:00.000
COVID-NET,2022-23,2023,4,65+ years,Overall,Overall,Overall,25.4,523.4,2023-01-28T00:00:00.000
COVID-NET,2022-23,2023,5,65+ years,Overall,Overall,Overall,22.8,546.3,2023-02-04T00:00:00.000
COVID-NET,2022-23,2023,6,65+ years,Overall,Overall,Overall,24.9,571.2,2023-02-11T00:00:00.000
COVID-NET,2022-23,2023,7,65+ years,Overall,Overall,Overall,24.4,595.5,2023-02-18T00:00:00.000
COVID-NET,2022-23,2023,8,65+ years,Overall,Overall,Overall,23,618.6,2023-02-25T00:00:00.000
COVID-NET,2022-23,2023,9,65+ years,Overall,Overall,Overall,21.3,639.9,2023-03-04T00:00:00.000
COVID-NET,2022-23,2023,10,65+ years,Overall,Overall,Overall,19.3,659.2,2023-03-11T00:00:00.000
COVID-NET,2022-23,2023,11,65+ years,Overall,Overall,Overall,17.2,676.4,2023-03-18T00:00:00.000
COVID-NET,2022-23,2023,12,65+ years,Overall,Overall,Overall,17.3,693.7,2023-03-25T00:00:00.000
COVID-NET,2022-23,2023,13,65+ years,Overall,Overall,Overall,14.9,708.6,2023-04-01T00:00:00.000
COVID-NET,2022-23,2023,14,65+ years,Overall,Overall,Overall,13.3,721.9,2023-04-08T00:00:00.000
COVID-NET,2022-23,2023,15,65+ years,Overall,Overall,Overall,13.1,735,2023-04-15T00:00:00.000
COVID-NET,2022-23,2023,16,65+ years,Overall,Overall,Overall,12.3,747.3,2023-04-22T00:00:00.000
COVID-NET,2022-23,2023,17,65+ years,Overall,Overall,Overall,10.5,757.9,2023-04-29T00:00:00.000
COVID-NET,2022-23,2023,18,65+ years,Overall,Overall,Overall,9.6,767.5,2023-05-06T00:00:00.000
COVID-NET,2022-23,2023,19,65+ years,Overall,Overall,Overall,9.2,776.7,2023-05-13T00:00:00.000
COVID-NET,2022-23,2023,20,65+ years,Overall,Overall,Overall,8.8,785.5,2023-05-20T00:00:00.000
COVID-NET,2022-23,2023,21,65+ years,Overall,Overall,Overall,8.1,793.5,2023-05-27T00:00:00.000
COVID-NET,2022-23,2023,22,65+ years,Overall,Overall,Overall,6.3,799.8,2023-06-03T00:00:00.000
COVID-NET,2022-23,2023,23,65+ years,Overall,Overall,Overall,5.8,805.6,2023-06-10T00:00:00.000
COVID-NET,2022-23,2023,24,65+ years,Overall,Overall,Overall,6.1,811.7,2023-06-17T00:00:00.000
COVID-NET,2022-23,2023,25,65+ years,Overall,Overall,Overall,5.7,817.4,2023-06-24T00:00:00.000
COVID-NET,2022-23,2023,26,65+ years,Overall,Overall,Overall,5.9,823.3,2023-07-01T00:00:00.000
COVID-NET,2022-23,2023,27,65+ years,Overall,Overall,Overall,5.7,829,2023-07-08T00:00:00.000
COVID-NET,2022-23,2023,28,65+ years,Overall,Overall,Overall,6.5,835.5,2023-07-15T00:00:00.000
COVID-NET,2022-23,2023,29,65+ years,Overall,Overall,Overall,7.1,842.6,2023-07-22T00:00:00.000
COVID-NET,2022-23,2023,30,65+ years,Overall,Overall,Overall,9.7,852.3,2023-07-29T00:00:00.000
COVID-NET,2022-23,2023,31,65+ years,Overall,Overall,Overall,10.2,862.5,2023-08-05T00:00:00.000
COVID-NET,2022-23,2023,32,65+ years,Overall,Overall,Overall,11.2,873.7,2023-08-12T00:00:00.000
COVID-NET,2022-23,2023,33,65+ years,Overall,Overall,Overall,13.9,887.6,2023-08-19T00:00:00.000
COVID-NET,2022-23,2023,34,65+ years,Overall,Overall,Overall,16.1,903.7,2023-08-26T00:00:00.000
COVID-NET,2022-23,2023,35,65+ years,Overall,Overall,Overall,17,920.7,2023-09-02T00:00:00.000
COVID-NET,2022-23,2023,36,65+ years,Overall,Overall,Overall,17.5,938.2,2023-09-09T00:00:00.000
COVID-NET,2022-23,2023,37,65+ years,Overall,Overall,Overall,18.4,956.6,2023-09-16T00:00:00.000
COVID-NET,2022-23,2023,38,65+ years,Overall,Overall,Overall,19.4,976,2023-09-23T00:00:00.000
COVID-NET,2022-23,2023,39,65+ years,Overall,Overall,Overall,20.1,996.1,2023-09-30T00:00:00.000
COVID-NET,2023-24,2023,40,65+ years,Overall,Overall,Overall,19.4,19.4,2023-10-07T00:00:00.000
COVID-NET,2023-24,2023,41,65+ years,Overall,Overall,Overall,18,37.4,2023-10-14T00:00:00.000
COVID-NET,2023-24,2023,42,65+ years,Overall,Overall,Overall,18,55.4,2023-10-21T00:00:00.000
COVID-NET,2023-24,2023,43,65+ years,Overall,Overall,Overall,18,73.3,2023-10-28T00:00:00.000
COVID-NET,2023-24,2023,44,65+ years,Overall,Overall,Overall,17.2,90.5,2023-11-04T00:00:00.000
COVID-NET,2023-24,2023,45,65+ years,Overall,Overall,Overall,19.7,110.2,2023-11-11T00:00:00.000
COVID-NET,2023-24,2023,46,65+ years,Overall,Overall,Overall,19.1,129.3,2023-11-18T00:00:00.000
COVID-NET,2023-24,2023,47,65+ years,Overall,Overall,Overall,20.5,149.8,2023-11-25T00:00:00.000
COVID-NET,2023-24,2023,48,65+ years,Overall,Overall,Overall,25.6,175.4,2023-12-02T00:00:00.000
COVID-NET,2023-24,2023,49,65+ years,Overall,Overall,Overall,24.5,199.9,2023-12-09T00:00:00.000
COVID-NET,2023-24,2023,50,65+ years,Overall,Overall,Overall,24.9,224.8,2023-12-16T00:00:00.000
COVID-NET,2023-24,2023,51,65+ years,Overall,Overall,Overall,27.9,252.6,2023-12-23T00:00:00.000
COVID-NET,2023-24,2023,52,65+ years,Overall,Overall,Overall,33.2,285.8,2023-12-30T00:00:00.000
COVID-NET,2023-24,2024,1,65+ years,Overall,Overall,Overall,30.8,316.6,2024-01-06T00:00:00.000
COVID-NET,2023-24,2024,2,65+ years,Overall,Overall,Overall,28.5,345.1,2024-01-13T00:00:00.000
COVID-NET,2023-24,2024,3,65+ years,Overall,Overall,Overall,23.9,368.9,2024-01-20T00:00:00.000
COVID-NET,2023-24,2024,4,65+ years,Overall,Overall,Overall,21.2,390.2,2024-01-27T00:00:00.000
COVID-NET,2023-24,2024,5,65+ years,Overall,Overall,Overall,18.4,408.6,2024-02-03T00:00:00.000
COVID-NET,2023-24,2024,6,65+ years,Overall,Overall,Overall,16.4,425,2024-02-10T00:00:00.000
COVID-NET,2023-24,2024,7,65+ years,Overall,Overall,Overall,15.2,440.2,2024-02-17T00:00:00.000
COVID-NET,2023-24,2024,8,65+ years,Overall,Overall,Overall,11,451.2,2024-02-24T00:00:00.000
COVID-NET,2019-20,2020,10,0-17 years (Children),Overall,Overall,Overall,0,0,2020-03-07T00:00:00.000
COVID-NET,2019-20,2020,11,0-17 years (Children),Overall,Overall,Overall,0,0,2020-03-14T00:00:00.000
COVID-NET,2019-20,2020,12,0-17 years (Children),Overall,Overall,Overall,0,0,2020-03-21T00:00:00.000
COVID-NET,2019-20,2020,13,0-17 years (Children),Overall,Overall,Overall,0.2,0.2,2020-03-28T00:00:00.000
COVID-NET,2019-20,2020,14,0-17 years (Children),Overall,Overall,Overall,0.3,0.5,2020-04-04T00:00:00.000
COVID-NET,2019-20,2020,15,0-17 years (Children),Overall,Overall,Overall,0.2,0.7,2020-04-11T00:00:00.000
COVID-NET,2019-20,2020,16,0-17 years (Children),Overall,Overall,Overall,0.3,1,2020-04-18T00:00:00.000
COVID-NET,2019-20,2020,17,0-17 years (Children),Overall,Overall,Overall,0.3,1.3,2020-04-25T00:00:00.000
COVID-NET,2019-20,2020,18,0-17 years (Children),Overall,Overall,Overall,0.4,1.8,2020-05-02T00:00:00.000
COVID-NET,2019-20,2020,19,0-17 years (Children),Overall,Overall,Overall,0.4,2.2,2020-05-09T00:00:00.000
COVID-NET,2019-20,2020,20,0-17 years (Children),Overall,Overall,Overall,0.4,2.6,2020-05-16T00:00:00.000
COVID-NET,2019-20,2020,21,0-17 years (Children),Overall,Overall,Overall,0.6,3.2,2020-05-23T00:00:00.000
COVID-NET,2019-20,2020,22,0-17 years (Children),Overall,Overall,Overall,0.6,3.7,2020-05-30T00:00:00.000
COVID-NET,2019-20,2020,23,0-17 years (Children),Overall,Overall,Overall,0.5,4.2,2020-06-06T00:00:00.000
COVID-NET,2019-20,2020,24,0-17 years (Children),Overall,Overall,Overall,0.4,4.6,2020-06-13T00:00:00.000
COVID-NET,2019-20,2020,25,0-17 years (Children),Overall,Overall,Overall,0.3,5,2020-06-20T00:00:00.000
COVID-NET,2019-20,2020,26,0-17 years (Children),Overall,Overall,Overall,0.5,5.5,2020-06-27T00:00:00.000
COVID-NET,2019-20,2020,27,0-17 years (Children),Overall,Overall,Overall,0.4,6,2020-07-04T00:00:00.000
COVID-NET,2019-20,2020,28,0-17 years (Children),Overall,Overall,Overall,0.7,6.7,2020-07-11T00:00:00.000
COVID-NET,2019-20,2020,29,0-17 years (Children),Overall,Overall,Overall,0.6,7.3,2020-07-18T00:00:00.000
COVID-NET,2019-20,2020,30,0-17 years (Children),Overall,Overall,Overall,0.6,8,2020-07-25T00:00:00.000
COVID-NET,2019-20,2020,31,0-17 years (Children),Overall,Overall,Overall,0.5,8.5,2020-08-01T00:00:00.000
COVID-NET,2019-20,2020,32,0-17 years (Children),Overall,Overall,Overall,0.5,9,2020-08-08T00:00:00.000
COVID-NET,2019-20,2020,33,0-17 years (Children),Overall,Overall,Overall,0.5,9.6,2020-08-15T00:00:00.000
COVID-NET,2019-20,2020,34,0-17 years (Children),Overall,Overall,Overall,0.5,10.1,2020-08-22T00:00:00.000
COVID-NET,2019-20,2020,35,0-17 years (Children),Overall,Overall,Overall,0.6,10.7,2020-08-29T00:00:00.000
COVID-NET,2019-20,2020,36,0-17 years (Children),Overall,Overall,Overall,0.6,11.2,2020-09-05T00:00:00.000
COVID-NET,2019-20,2020,37,0-17 years (Children),Overall,Overall,Overall,0.4,11.7,2020-09-12T00:00:00.000
